phase1_archetype_id,subtype_id,share_low,share_base,share_high,count_low,count_base,count_high,denominator_count_base,allocation_formula,conditional_method,model_version,run_id
ARC-05-005,DOM-23-SUB-01,0.18280305676572775,0.25928261318013723,0.3357621695945467,203237.26925554094,640590.920335582,1659086.929095479,2470628.14,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-05-005,DOM-23-SUB-02,0.2530595640709115,0.3256124422870654,0.39816532050321923,281347.2360403771,804467.2626485497,1967436.8904147448,2470628.14,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-05-005,DOM-23-SUB-03,0.3354008518800067,0.41510494453279734,0.494809037185588,372892.85227562237,1025569.9570158683,2444978.2623940404,2470628.14,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-001,DOM-24-SUB-01,0.12459791199658844,0.19542001586050578,0.26624211972442313,16197.728559556497,33221.402696285986,55910.845142128856,170000.0,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-001,DOM-24-SUB-02,0.06229151001857963,0.11325729094287205,0.16422307186716448,8097.896302415352,19253.73946028825,34486.84509210454,170000.0,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-001,DOM-24-SUB-03,0.03353105928890238,0.06096556234345887,0.08840006539801537,4359.03770755731,10364.145598388008,18564.01373358323,170000.0,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-001,DOM-24-SUB-04,0.3162204882238484,0.404323854079741,0.4924272199356335,41108.66346910029,68735.05519355596,103409.71618648303,170000.0,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-001,DOM-24-SUB-05,0.14865949007548723,0.22603327677342222,0.30340706347135715,19325.73370981334,38425.65705148178,63715.483328985,170000.0,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-002,DOM-24-SUB-01,0.13893533879710457,0.21790691092847783,0.2968784830598511,24336.762074476523,84827.56060228788,231154.87078926695,389283.48,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-002,DOM-24-SUB-02,0.06322766410418941,0.11495938928034438,0.16669111445649934,11075.34361776534,44751.79111772715,129788.6685042884,389283.48,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-002,DOM-24-SUB-03,0.03632074043957706,0.0660377098901401,0.09575467934070314,6362.16261535633,25707.389517264153,74556.29758794492,389283.48,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-002,DOM-24-SUB-04,0.30721766585049,0.39281272189460925,0.4784077779387285,53814.12176061301,152915.50336740568,372496.81066213467,389283.48,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-002,DOM-24-SUB-05,0.13698551317348534,0.20828326800642838,0.2795810228393714,23995.218715532857,81081.2353953151,217686.76039932878,389283.48,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-003,DOM-24-SUB-01,0.13091036208499549,0.2053204955445388,0.2797306290040821,24857.735215499582,86643.4505122544,236103.16583070808,421991.24000000005,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-003,DOM-24-SUB-02,0.06873414709558316,0.12497117653742393,0.18120820597926468,13051.489596032805,52736.741751286434,152946.53738323055,421991.24000000005,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-003,DOM-24-SUB-03,0.037509458723083804,0.06819901586015237,0.09888857299722092,7122.432312957424,28779.387269605366,83465.67278760247,421991.24000000005,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-003,DOM-24-SUB-04,0.2966522861860279,0.3793036825222867,0.4619550788585455,56329.413987084845,160062.8313241461,389907.4512447665,421991.24000000005,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-003,DOM-24-SUB-05,0.14614209044882012,0.22220562953559825,0.29826916862237635,27749.991141707615,93768.82914270773,251750.39012409575,421991.24000000005,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-004,DOM-24-SUB-01,0.129323983203992,0.20283241062305982,0.27634083804212767,29537.183086439632,102954.00762920614,280549.389394141,507581.6400000001,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-004,DOM-24-SUB-02,0.07616134463226584,0.13847517205866516,0.20078899948506448,17395.00690265796,70287.45493281946,203846.9290377115,507581.6400000001,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-004,DOM-24-SUB-03,0.03192856479443993,0.05805193598989078,0.08417530718534162,7292.381820107067,29466.09687492379,85457.26067933442,507581.6400000001,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-004,DOM-24-SUB-04,0.2732449437543354,0.3493747333928216,0.4255045230313078,62408.268993578065,177336.20015009117,431984.7727416969,507581.6400000001,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-004,DOM-24-SUB-05,0.1652545965565047,0.25126574793556267,0.33727689931462057,37743.619964641824,127537.88041295954,342413.48050424916,507581.6400000001,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-005,DOM-24-SUB-01,0.14419453160495024,0.22615545639327503,0.30811638118159984,26448.00590576123,92186.45508038012,251207.83812862705,407624.27999999997,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-005,DOM-24-SUB-02,0.06608201314358539,0.12014911480651887,0.17421621646945235,12120.691779591296,48975.69641564459,142038.7937129698,407624.27999999997,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-005,DOM-24-SUB-03,0.030647270528916807,0.05572231005257601,0.08079734957623522,5621.289399274467,22713.766515118055,65874.2240050075,407624.27999999997,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-005,DOM-24-SUB-04,0.2805105038361812,0.3586645781806783,0.4368186525251754,51450.934924585476,146200.39044240268,356139.0307594014,407624.27999999997,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-06-005,DOM-24-SUB-05,0.15739047860219835,0.23930854056695167,0.321226602531705,28868.392311755484,97547.97154645452,261896.6251061899,407624.27999999997,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-001,DOM-19-SUB-01,0.3920493003983924,0.4607690040409635,0.5294887076835345,276537.4564534229,722244.1342089913,1659921.1748207526,1567475.52,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-001,DOM-19-SUB-02,0.10647598808157631,0.1796584498556664,0.25284091162975647,75104.32715355718,281610.22210990463,792643.8788682532,1567475.52,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-001,DOM-19-SUB-03,0.1250820952045048,0.19719925332624322,0.26931641144798163,88228.40500051681,309105.0021511648,844293.7641579179,1567475.52,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-001,DOM-19-SUB-04,0.09656201568280683,0.16237329277712684,0.22818456987144686,68111.3680850951,254516.16152993936,715347.454630445,1567475.52,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-002,DOM-19-SUB-01,0.3886946927251452,0.45682638959176136,0.5249580864583775,229280.52391659422,598821.2794421789,1376260.567028297,1310829.0,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-002,DOM-19-SUB-02,0.10321622723707564,0.17415820899596668,0.2451001907548577,60884.47076982689,228291.630939974,642568.8758939988,1310829.0,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-002,DOM-19-SUB-03,0.12025047619440858,0.1895819228075141,0.2589133694206196,70932.5151567482,248509.4822918509,678782.3062485227,1310829.0,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-002,DOM-19-SUB-04,0.10670756304015744,0.17943347860475775,0.25215939416935806,62943.91566856494,235206.60732599624,661075.692999251,1310829.0,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-003,DOM-19-SUB-01,0.43762940466888717,0.5143385403912578,0.5910476761136284,280156.1170994464,731695.137551548,1681642.25198643,1422594.42,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-003,DOM-19-SUB-02,0.08412504657995017,0.1419453882034905,0.19976572982703084,53854.119831094744,201930.71720301942,568371.2251183232,1422594.42,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-003,DOM-19-SUB-03,0.11740800952766381,0.18510060752917346,0.25279320553068313,75160.79064781262,263323.09140961216,719244.4072037259,1422594.42,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-003,DOM-19-SUB-04,0.09432726680834498,0.15861546387607836,0.22290366094381175,60385.24953693125,225645.4738358204,634203.008512477,1422594.42,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-004,DOM-19-SUB-01,0.43903953694383036,0.5159958453353843,0.5929521537269382,314135.27408612927,820439.8853109955,1885602.7675278513,1590012.58,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-004,DOM-19-SUB-02,0.09047027718771432,0.15265178610133623,0.21483329501495815,64731.99548004876,242718.26026059376,683175.2833532696,1590012.58,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-004,DOM-19-SUB-03,0.10732613136650046,0.16920593577573798,0.2310857401849755,76792.45456596075,269039.56649409543,734858.4679054451,1590012.58,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-004,DOM-19-SUB-04,0.0964271039772087,0.16214643278754143,0.22786576159787417,68994.13876952845,257814.86793431535,724618.8549838017,1590012.58,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-005,DOM-19-SUB-01,0.4203690288865908,0.49405270860811284,0.5677363883296348,243657.61176359208,636370.5051336018,1462559.301585109,1288061.9700000002,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-005,DOM-19-SUB-02,0.09438336724663458,0.15925439864147642,0.22412543003631827,54707.23167792013,205129.53444530547,577374.8858793547,1288061.9700000002,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-005,DOM-19-SUB-03,0.12495024909858148,0.19699139021362472,0.26903253132866795,72424.64880265931,253737.1181516002,693061.1445945816,1288061.9700000002,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-07-005,DOM-19-SUB-04,0.08902620984313249,0.14970150253678607,0.21037679523043967,51602.07385448038,192824.8122694927,541956.6986136135,1288061.9700000002,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-08-001,DOM-14-SUB-01,0.26893819254765855,0.34550867686615944,0.42207916118466027,149955.97255349267,428112.32469709084,1045978.3096617291,1239078.36,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-08-001,DOM-14-SUB-02,0.24998287943046896,0.3264804373724951,0.4029779953145213,139386.76932275246,404534.844911594,998642.6271008095,1239078.36,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-08-001,DOM-14-SUB-03,0.24614773106887639,0.32801088576134546,0.40987404045381454,137248.347118745,406431.1903913153,1015732.1077041724,1239078.36,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-08-002,DOM-14-SUB-01,0.2911373786573138,0.3740282833511826,0.4569191880450513,208220.0561929994,594451.6299512181,1452384.0478359864,1589322.6700000002,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-08-002,DOM-14-SUB-02,0.2582959692067627,0.33733742562810914,0.41637888204945567,184732.03774346845,536138.0179901929,1323520.7931009121,1589322.6700000002,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-08-002,DOM-14-SUB-03,0.21659853049850714,0.28863429102070837,0.3606700515429096,154910.22966448372,458733.02205858903,1146442.1786144294,1589322.6700000002,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-08-003,DOM-14-SUB-01,0.28421325382998724,0.3651327628418679,0.4460522718537485,203562.07769083313,581153.4733590217,1419893.5481434949,1591622.3699999999,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-08-003,DOM-14-SUB-02,0.24163678195589505,0.3155803406936333,0.38952389943137156,173067.5284091167,502284.729780208,1239949.9039692024,1591622.3699999999,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-08-003,DOM-14-SUB-03,0.23960102708890432,0.3192868964644988,0.39897276584009334,171609.45956535422,508184.1668607702,1270027.9582637288,1591622.3699999999,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-08-004,DOM-14-SUB-01,0.27503505168214715,0.35334139750967014,0.43164774333719313,124893.07647546905,356559.75816109136,871158.6927533919,1009108.3600000001,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
ARC-08-004,DOM-14-SUB-02,0.2611015462440269,0.3410015406278847,0.4209015350117425,118565.88890569839,344107.5054204781,849470.5154343642,1009108.3600000001,"N(P,k)=Σw_i×P(P|x_i)×P(k|P,x_i); implemented as parent exploratory count × normalized conditional soft cluster share",domain soft prevalence with deterministic parent-rule modifier; base shares normalized exactly,kr-v0.2.1,RUN-P2-20260824T170416Z
