association_id,domain_id_a,domain_id_b,entity_unit,weighted_support,effective_sample_size,prevalence_a,prevalence_b,joint_prevalence_low,joint_prevalence_base,joint_prevalence_high,lift,method_code,independence_assumed,caveat,model_version,run_id
ASSOC-DOM-01-DOM-02,DOM-01,DOM-02,person,175725.60874719982,3949.0330002543915,0.4152069699218108,0.4873744339384993,0.16662853648689155,0.19713262610758084,0.22763671572827013,0.974161873792261,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-13,DOM-01,DOM-13,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-14,DOM-01,DOM-14,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-15,DOM-01,DOM-15,person,40568.132279506724,916.1284554247394,0.4152069699218108,0.10901485226975005,0.017626642379999516,0.04551017071190722,0.07339369904381493,1.0054446295883104,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-16,DOM-01,DOM-16,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-17,DOM-01,DOM-17,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-18,DOM-01,DOM-18,person,155679.24572771142,3540.6902013628514,0.4152069699218108,0.40158562917192336,0.14439150793965416,0.174644201033335,0.20489689412701584,1.0473971102751132,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-19,DOM-01,DOM-19,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-20,DOM-01,DOM-20,person,72453.64526897106,1659.4809659295192,0.4152069699218108,0.20543089043783516,0.05249933806058947,0.08127999933969195,0.11006066061879442,0.9529131223819962,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-21,DOM-01,DOM-21,person,120733.73495704413,2726.433086268418,0.4152069699218108,0.31289197055559875,0.10570728420789978,0.1354416035405426,0.16517592287318542,1.0425407353920106,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-22,DOM-01,DOM-22,person,13550.218722828638,296.74607830292894,0.4152069699218108,0.0384209530987867,0.0,0.015200915906378301,0.04189366673203615,0.9528773132832673,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-23,DOM-01,DOM-23,person,152080.4611117586,3374.435309417573,0.4152069699218108,0.4200931925662546,0.14040270238382252,0.17060700994208688,0.20081131750035125,0.9781075074077331,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-01-DOM-24,DOM-01,DOM-24,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 enterprise의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-03,DOM-02,DOM-03,person,43850.14268556303,955.1395427854546,0.4873744339384993,0.0945156571026755,0.02119988499114158,0.04919199793601463,0.07718411088088767,1.067893541601502,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-04,DOM-02,DOM-04,person,331421.09868968185,7434.661789638031,0.4873744339384993,0.7669202378053386,0.34010873548312676,0.371795050237365,0.4034813649916032,0.9946966644308777,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-05,DOM-02,DOM-05,person,104427.86418365593,2333.579105438856,0.4873744339384993,0.24466326065762123,0.08769997664603293,0.11714934011095247,0.146598703575872,0.9824452189179189,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-06,DOM-02,DOM-06,person,167779.04037027422,3775.7847073521057,0.4873744339384993,0.37763812371173333,0.15781002680413742,0.18821800117695722,0.21862597554977703,1.0226395435155768,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-07,DOM-02,DOM-07,person,395684.51980800554,8859.866525613628,0.4873744339384993,0.9020973534862695,0.41201320438288325,0.4438870865548343,0.4757609687267853,1.009616311149487,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-08,DOM-02,DOM-08,person,16728.869868226713,370.6327584923529,0.4873744339384993,0.03637293296774951,0.0,0.018766792571933897,0.04564423005227661,1.0586416777741572,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-09,DOM-02,DOM-09,person,45527.99682241211,1020.119885132651,0.4873744339384993,0.09737445744239172,0.02302844896541969,0.05107424944494728,0.07912004992447488,1.076203000620226,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-10,DOM-02,DOM-10,person,391142.02973883145,8760.007920697393,0.4873744339384993,0.8862602188002495,0.4069256740268881,0.43879122714772795,0.4706567802685678,1.0158601787480395,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-11,DOM-02,DOM-11,person,299891.7697708702,6708.083581217077,0.4873744339384993,0.6587699578107551,0.3048878726374313,0.3364247962744572,0.36796171991148313,1.047831544830675,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-12,DOM-02,DOM-12,person,134229.67229604383,3009.01486904152,0.4873744339384993,0.31174674686114723,0.12063360879575197,0.1505816254667023,0.18052964213765266,0.9910767930218211,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-13,DOM-02,DOM-13,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-14,DOM-02,DOM-14,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-15,DOM-02,DOM-15,person,45449.30603358005,1019.9189554964958,0.4873744339384993,0.10901485226975005,0.02294266378803515,0.05098597248882498,0.0790292811896148,0.9596266335846192,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-16,DOM-02,DOM-16,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-17,DOM-02,DOM-17,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-18,DOM-02,DOM-18,person,174029.44390030153,3941.911344085415,0.4873744339384993,0.40158562917192336,0.16474588481116118,0.19522983326501084,0.2257137817188605,0.9974824802587894,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-19,DOM-02,DOM-19,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-20,DOM-02,DOM-20,person,85200.92023306774,1949.3939204196515,0.4873744339384993,0.20543089043783516,0.06651241573765485,0.09558015631341385,0.12464789688917285,0.9546391568780054,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-21,DOM-02,DOM-21,person,169219.09282390832,3809.077403355899,0.4873744339384993,0.31289197055559875,0.15940775543076313,0.18983348183422413,0.22025920823768513,1.2448460661779246,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-22,DOM-02,DOM-22,person,20909.600320326004,458.5854779668066,0.4873744339384993,0.0384209530987867,0.0,0.023456822550751086,0.050550764581587915,1.2526746954355044,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-23,DOM-02,DOM-23,person,200601.9082680172,4442.464568086031,0.4873744339384993,0.4200931925662546,0.1942616949081565,0.22503937394780213,0.2558170529874477,1.0991326861025743,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-02-DOM-24,DOM-02,DOM-24,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 enterprise의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-04,DOM-03,DOM-04,person,60549.35799753961,1323.724978237013,0.0945156571026755,0.7669202378053386,0.0394443461143366,0.06792552341278055,0.0964067007112245,0.9370851104731743,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-05,DOM-03,DOM-05,person,18570.192930972065,404.6387522407906,0.0945156571026755,0.24466326065762123,0.0,0.02083242690639017,0.04780840799014072,0.9008808377975909,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-06,DOM-03,DOM-06,person,26025.08789557471,571.4443357536652,0.0945156571026755,0.37763812371173333,0.0018662755645113202,0.029195482423486043,0.056524689282460766,0.8179675345071717,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-07,DOM-03,DOM-07,person,79602.9673478524,1738.33648425133,0.0945156571026755,0.9020973534862695,0.06035479092182889,0.0893002568670186,0.11824572281220833,1.047358933416708,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-08,DOM-03,DOM-08,person,4248.255886432406,91.94570528131665,0.0945156571026755,0.03637293296774951,0.0,0.004765781409095582,0.030718608391970402,1.3862834501004992,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-09,DOM-03,DOM-09,person,6781.6332270303255,147.88012015723675,0.0945156571026755,0.09737445744239172,0.0,0.007607776560707003,0.033809916119621405,0.8266257696283639,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-10,DOM-03,DOM-10,person,77194.2541168263,1686.3812313033989,0.0945156571026755,0.8862602188002495,0.05770703837558463,0.08659811249456487,0.1154891866135451,1.0338163882330718,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-11,DOM-03,DOM-11,person,60482.49906351901,1320.7710896228941,0.0945156571026755,0.6587699578107551,0.039371124891872625,0.06785051967635192,0.09632991446083121,1.089721788924205,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-12,DOM-03,DOM-12,person,27906.52851412531,610.4238164398262,0.0945156571026755,0.31174674686114723,0.0038968138731686267,0.031306121462636685,0.058715429052104744,1.0624868842163575,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-13,DOM-03,DOM-13,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-14,DOM-03,DOM-14,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-15,DOM-03,DOM-15,person,9107.140500988091,198.79815835269662,0.0945156571026755,0.10901485226975005,0.0,0.010216578767829138,0.0366078351496311,0.9915532881144984,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-16,DOM-03,DOM-16,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-17,DOM-03,DOM-17,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-18,DOM-03,DOM-18,person,23466.86634721329,518.422445208748,0.0945156571026755,0.40158562917192336,0.0,0.02632561652523218,0.05354065097776772,0.6935801090863698,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-19,DOM-03,DOM-19,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 household의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-20,DOM-03,DOM-20,person,8559.841828722227,193.87714804426554,0.0945156571026755,0.20543089043783516,0.0,0.009602607786034598,0.03595183060446713,0.4945607929484678,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-21,DOM-03,DOM-21,person,39509.05480263094,871.0176600977995,0.0945156571026755,0.31289197055559875,0.016474664657260073,0.04432207567125628,0.0721694866852525,1.4987248711650718,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-22,DOM-03,DOM-22,person,6834.21190769776,147.90098497045236,0.0945156571026755,0.0384209530987867,0.0,0.007666760413266331,0.033873515264526186,2.111251638438097,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-23,DOM-03,DOM-23,person,51607.508864506046,1121.1415765737306,0.0945156571026755,0.4200931925662546,0.029663257703879852,0.057894371923707735,0.08612548614353562,1.4580987737059374,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-03-DOM-24,DOM-03,DOM-24,cross_unit,,,,,,,,,not_estimable_unit_guard,false,person와 enterprise의 검증된 entity link가 없어 joint count를 산출하지 않음; 주변비율 독립곱 금지,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-04-DOM-05,DOM-04,DOM-05,person,164153.4193972184,3685.3960997452887,0.7669202378053386,0.24466326065762123,0.1537880971208196,0.18415070450469226,0.21451331188856493,0.9814189221074329,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-04-DOM-06,DOM-04,DOM-06,person,261885.6496428285,5915.362835637594,0.7669202378053386,0.37763812371173333,0.26248687685635225,0.2937887438378459,0.3250906108193396,1.0143997251335681,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-04-DOM-07,DOM-04,DOM-07,person,617166.3551544851,13885.727281630216,0.7669202378053386,0.9020973534862695,0.6609647781906495,0.6923499949963112,0.723735211801973,1.0007419064709155,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-04-DOM-08,DOM-04,DOM-08,person,24947.302291943983,554.4318364589313,0.7669202378053386,0.03637293296774951,0.0007045137716346697,0.027986400218909212,0.055268286666183754,1.0032716029686681,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
ASSOC-DOM-04-DOM-09,DOM-04,DOM-09,person,66235.39108433813,1492.8209214885235,0.7669202378053386,0.09737445744239172,0.045675748697610125,0.07430423305292028,0.10293271740823043,0.9949890625105096,weighted_same_synthetic_person_joint,false,Nemotron 합성 내러티브 keyword joint와 공식 성인 보정가중치를 사용한 탐색적 의존성 프록시; 실재 개인 관측 아님,kr-v0.2.1,RUN-P2-20260824T170416Z
