archetype_id,category_code,name_ko,primary_entity_unit,estimate_status,count_low,count_base,count_high,confidence_grade,rule_hash
ARC-01-059,life_stage,호남권 중년·1인가구 지향 생애주기·핵심 인구통계,person,not_estimable,,,,E,201bc6c0f584ef50ff062a0c89a716a2574fad5bbce160f04900d9e517f24002
ARC-01-060,life_stage,호남권 중년·돌봄 병행 생애주기·핵심 인구통계,person,not_estimable,,,,E,427f582c46d05c7db99c99bd24aac0bbd64a0e266780b3b3dd85a56eb6c8bef5
ARC-01-061,life_stage,호남권 시니어·전환기 생애주기·핵심 인구통계,person,not_estimable,,,,E,653048c180fff72a72bed8f1248a168d1a76d04d88aae042517981ba08f8940b
ARC-01-062,life_stage,호남권 시니어·안정기 생애주기·핵심 인구통계,person,not_estimable,,,,E,af8f93710a8f2968e2e4a10deda4a06310ef223b1b0533da32a16cdc533dd5af
ARC-01-063,life_stage,호남권 시니어·1인가구 지향 생애주기·핵심 인구통계,person,not_estimable,,,,E,fc609cfa2b861ba76469b89dc4ab846dedafa4740981f8cbde8603117cc89175
ARC-01-064,life_stage,호남권 시니어·돌봄 병행 생애주기·핵심 인구통계,person,not_estimable,,,,E,25b8366806943b85d4d8c45935366aaae515bbf716bc3012fecf98e981971915
ARC-01-065,life_stage,영남권 청년·전환기 생애주기·핵심 인구통계,person,not_estimable,,,,E,a64617e16b826694180535217f0cf8d9982d3769aff616841ed9779328150eb6
ARC-01-066,life_stage,영남권 청년·안정기 생애주기·핵심 인구통계,person,not_estimable,,,,E,be598dc562eda2d7713194e8bcdcfc74c4d98d89ad1bc76c04d911ff010e4f51
ARC-01-067,life_stage,영남권 청년·1인가구 지향 생애주기·핵심 인구통계,person,not_estimable,,,,E,d14e77ad2c6f7dc0cff875c143f107210bb80cef9c5349104fe5155d4833a591
ARC-01-068,life_stage,영남권 청년·돌봄 병행 생애주기·핵심 인구통계,person,not_estimable,,,,E,aee3905febcb4191787b423258bfc7dfac518f1949642a1eae185437249b7384
ARC-01-069,life_stage,영남권 가족형성기·전환기 생애주기·핵심 인구통계,person,not_estimable,,,,E,90b8744d25283d9178a9e61603c4c1add41a5dbd418bd1c343af120815604687
ARC-01-070,life_stage,영남권 가족형성기·안정기 생애주기·핵심 인구통계,person,not_estimable,,,,E,6141339eb0bee17eeeec4ad0391204cc2b53ff056e86fe2263d03d20dbb2f7c8
ARC-01-071,life_stage,영남권 가족형성기·1인가구 지향 생애주기·핵심 인구통계,person,not_estimable,,,,E,f23f94d577f37797a46dd6ab13053a2ad585e501509b3d9e532792670a18f7d9
ARC-01-072,life_stage,영남권 가족형성기·돌봄 병행 생애주기·핵심 인구통계,person,not_estimable,,,,E,55f4a25906c7cd3ed3ccb39917444407d3869f7182f5582ff1c84a8967727307
ARC-01-073,life_stage,영남권 중년·전환기 생애주기·핵심 인구통계,person,not_estimable,,,,E,751b25bdf1d1616e7af3d3dd14a3414d033e33510a5394503819c0b7d623c85c
ARC-01-074,life_stage,영남권 중년·안정기 생애주기·핵심 인구통계,person,not_estimable,,,,E,4951b33c3a46e98653cc34b82bbd8f63eab8eb5d620cffed49d769cc716ec3e1
ARC-01-075,life_stage,영남권 중년·1인가구 지향 생애주기·핵심 인구통계,person,not_estimable,,,,E,eb1017626a2a1fa30deac0166f6ea504947396433733424d34c2ba695fefdfaf
ARC-01-076,life_stage,영남권 중년·돌봄 병행 생애주기·핵심 인구통계,person,not_estimable,,,,E,930694c31b0ed848c62e2913ec1cc16f478608fa8b166e94e70dbd0e1e5d13d6
ARC-01-077,life_stage,영남권 시니어·전환기 생애주기·핵심 인구통계,person,not_estimable,,,,E,7de9650912179a6bf5828d56cc88d2ba1cf29dfd228cca3036bcb6a56ec36aae
ARC-01-078,life_stage,영남권 시니어·안정기 생애주기·핵심 인구통계,person,not_estimable,,,,E,49c1ce82cd9dbe6f8e1452fa9a5e8b4f807296827a4571b6f0d5ee515d4e355c
ARC-01-079,life_stage,영남권 시니어·1인가구 지향 생애주기·핵심 인구통계,person,not_estimable,,,,E,f8c4925847cd8b8724e77ef89181dee592a2ebd8d7867f67856ee135bd8aa77c
ARC-01-080,life_stage,영남권 시니어·돌봄 병행 생애주기·핵심 인구통계,person,not_estimable,,,,E,7f80ca0bdae1940f1a091932b833b30f41b0cdfcdb357d04210113a9c6057e70
ARC-02-001,household_family,전국 1인가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,039193d66bdc4f6ff24b755bf1a170e9ad4c454c2c17b00678cb251654b0b068
ARC-02-002,household_family,전국 1인가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,3e5eb6a83d9a43b02e38b9539f805f7d7d593e2fb96131d7137b9833bdc11fc3
ARC-02-003,household_family,전국 1인가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,9c748457887e5d6b5fe6a13f7d33a86c34eef47d82c1879f59d51d40fd346bfb
ARC-02-004,household_family,전국 1인가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,503df8cea9a5ea549e8d73aef6c178decc6979ab4fae70d03b5fa6d10bcdcde1
ARC-02-005,household_family,전국 부부가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,891f50419fd7f6a54de2b408902c6679ce0805017a0c430f5d54dcd8e308e801
ARC-02-006,household_family,전국 부부가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,db234d052cd451e3cfa5d513117c917b03d5b386bc7745426d560c9d53229bf5
ARC-02-007,household_family,전국 부부가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,914477a2d5b83857fa4f7b4d6d4b263222caad255286699cf8ff3b6f005b4768
ARC-02-008,household_family,전국 부부가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,bf7d444d0d0c2c21a0a808dafac87ebe87bbe734989ecb69726728b8e8ed59f5
ARC-02-009,household_family,전국 자녀동거가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,437bf0360a1fd65f4549cc5c32ca2f360708da651df8be32798a739d057017f8
ARC-02-010,household_family,전국 자녀동거가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,0b10399244a8b4d0ef88cb64d669508ac518bb663881c31cc3e933f6782fa0b7
ARC-02-011,household_family,전국 자녀동거가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,22f448d2b4612bb9d76876ef926ded5b8ce11c2496700e66732b54f20c6bafd6
ARC-02-012,household_family,전국 자녀동거가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,d75bd8ba7c49ebef9cb8b0c2d7ed50f007b170bfda7af863993521c2265c8954
ARC-02-013,household_family,전국 다세대가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,b2d3fe094af96288b97b5269d814ba6c94c9daa858c145563f2e478b938dcf2f
ARC-02-014,household_family,전국 다세대가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,80522e2d7f80f1d5550fe86482274abf085cc2e1df8f9e4332ecdfd0e85b54d4
ARC-02-015,household_family,전국 다세대가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,ec92512aade450d1817757826be908fe2c9c32dcd00e371931344ec5ec825e97
ARC-02-016,household_family,전국 다세대가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,fa5ae9dd845277ed2ff30587e94ec4368721aa5c228621c14b8929cfc6ec56d8
ARC-02-017,household_family,수도권 1인가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,e87a8c3af53952591a10c83827b1b843a4fe56d44ba29119787bbda7bdacadba
ARC-02-018,household_family,수도권 1인가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,5b4f7706d400e3f9f86e6142219841192d912c00a1de7e0c88ba1df24fc77375
ARC-02-019,household_family,수도권 1인가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,e5f3e8bef73e47b705c15e1ecd9c59668e0c4c73cb482ce83c2e5f4fe4e1bbef
ARC-02-020,household_family,수도권 1인가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,b323b0aef3f5de0f930ab5851cf815715495d6708a8304bf4ed66664e124f64e
ARC-02-021,household_family,수도권 부부가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,0c2f225c6406d462e3aefa4e0a31864def36550d4cc5a79bf482c3b3c3b63f71
ARC-02-022,household_family,수도권 부부가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,1a87ffec739e00420b8d0913d8b5ac62d5f994f0c0fbad96e7645ab6073ad10a
ARC-02-023,household_family,수도권 부부가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,f41ff84e84aaaee43a92b7c52fae6485d2fcf1b9cb37e517c24c2f2d5f33cc72
ARC-02-024,household_family,수도권 부부가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,7937d701a72ec7b618c1ba8911e91bcbbe5a3c988b919b0c1775f51b6b1c6f96
ARC-02-025,household_family,수도권 자녀동거가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,fe1c861ab6ffe394f6e63d92259f368190e8463071298a8b6c9575609ed65d35
ARC-02-026,household_family,수도권 자녀동거가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,2086ab8cefddfb05c7ce3e57f06d9db0701d068ae251cc86119eed0306a5535a
ARC-02-027,household_family,수도권 자녀동거가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,f1d199a2e61dc15ffb8639eee8f952e3fac6481afaf470dda8764444132bbca8
ARC-02-028,household_family,수도권 자녀동거가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,42a807ede7a1e639b5d53044bc39e19d039752fedb5e87619190454a913c5abd
ARC-02-029,household_family,수도권 다세대가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,612940695a242dd94c90c7202a228f944af42a12a73b0aa0822245cb34029652
ARC-02-030,household_family,수도권 다세대가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,c92459a64d1ff981e978364eadbdeb52b42a412ae4b70c626fd0fed901ce4890
ARC-02-031,household_family,수도권 다세대가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,4719f136029331af84fa2e0b12c7db3ce68892ef3a0c431de2fe3c9a3950326d
ARC-02-032,household_family,수도권 다세대가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,6949cd59d1b7dd69561a067bdccba768b083a21c74ab72d1825825310ddfce89
ARC-02-033,household_family,충청권 1인가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,07edbaa3dd7d4f75b71b37cc284380d7dd1e33b6f581a7180192acebddbe341f
ARC-02-034,household_family,충청권 1인가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,9a70ff7ff5cb576b38784e5c3ae245a9fe97a306e345d32e6322431f9e79fedb
ARC-02-035,household_family,충청권 1인가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,ea701e829f9ad3e266fe1d0215d93ee00b784d49abff218352bfd0e4098c2958
ARC-02-036,household_family,충청권 1인가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,4d9d16f9b84f29011965593d49cb472e0a18d686d6ed05e4bee144438a68776b
ARC-02-037,household_family,충청권 부부가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,4a0344d6b3ff7a61ac86fbe8876d6a9be447f5513a1f8450bf94bb614ec863d3
ARC-02-038,household_family,충청권 부부가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,4916066bf987c5bda1ce1e79e13ea7724b925e32bdf8b5367cfbb3380feb2bf1
ARC-02-039,household_family,충청권 부부가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,0c01ca9d914eea88e0ee45b1a3705d62091a6c5676c421fbe484d20d7a70f217
ARC-02-040,household_family,충청권 부부가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,9a07721eb62a62ad058b4992304aca6ea3ac4778497e6b96bb64298d57b11dfa
ARC-02-041,household_family,충청권 자녀동거가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,c3c269f54317013f3a2c73da30fcb726f0172df124fdd2dcee007a191d7c4ed9
ARC-02-042,household_family,충청권 자녀동거가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,bc10fb9a7dc00fa9171a44b5c7270b74f3e7aea5929c8dd447d0fb4023fd3069
ARC-02-043,household_family,충청권 자녀동거가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,9c78a40ea6750076e51cd5ebf3cb0614a039a0dcf271a92ce39167a8a6e96f1e
ARC-02-044,household_family,충청권 자녀동거가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,3319f88af434ae738d7f4d53002df028cf3d90250ec80614126d73fc2accc513
ARC-02-045,household_family,충청권 다세대가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,eed4b265877501dadf160ff14533535355001e60876e81058db4b35a85b2e2cc
ARC-02-046,household_family,충청권 다세대가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,dff4ca3b212065988ac31e025a442588bd3fda88db0c9acd839ad22dca5e7325
ARC-02-047,household_family,충청권 다세대가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,2f2a8cf2959e29803bb3569b6d93994f193f4f118ef5149d6d57f0b4df0447ff
ARC-02-048,household_family,충청권 다세대가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,b127abcad5efc35c1a273967fff7c7c46fbe147c51a1f2a8ee58d2a18e944261
ARC-02-049,household_family,호남권 1인가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,bef389e7beb44a45cdce85bd623bb72fb116c29f28ff3b0c716d9f2b7c02f795
ARC-02-050,household_family,호남권 1인가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,cb9b1b03381bc433096f386c372f1585a97de6175ee1e9c24c97c158879eb806
ARC-02-051,household_family,호남권 1인가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,9ad6327d84e8c5ec7acc4df4aa010e8e100ca643aa5a65c3fff28011a5b72340
ARC-02-052,household_family,호남권 1인가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,b0637cc0cf86f75ea9d3df4f314f748f357241595e35c55d57a277b582d706a9
ARC-02-053,household_family,호남권 부부가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,d6daee07ec8778af189c243a926a970da1bd77ef64ced42951141e04843d5604
ARC-02-054,household_family,호남권 부부가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,10c0b9ca223d1ebad25f341a6ff89aefb5f508bc4e5c053bf217fe1ebb32ba25
ARC-02-055,household_family,호남권 부부가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,74e6c14351dc0a42231e079698fd3ab35b71cf16017e2dda733188cf94006713
ARC-02-056,household_family,호남권 부부가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,ad2f96a0a15e699c423970155825d5b5affdec5b3667b917698c03794c32b5aa
ARC-02-057,household_family,호남권 자녀동거가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,c5b43d9ce7ad05a2e6659455bfd27b87854026b04def998b655cdcc58d0dbf23
ARC-02-058,household_family,호남권 자녀동거가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,37d3fa1479029fed645fd5d348eb19beb17913a98b0b419881bbc6535de89b23
ARC-02-059,household_family,호남권 자녀동거가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,ea9f10b0875009a1f4456b6d9557427beb6d42888f2c8afd7f275b36b4ecc051
ARC-02-060,household_family,호남권 자녀동거가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,0a6cb5316b5680c73fb48f5bcd0be76cab85d4e27edf1e007c160403cc11cc08
ARC-02-061,household_family,호남권 다세대가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,b4113de047e5364851a0c1bd7492c7a280eaefc84ccdbae51f2e9a4c7d3a65d3
ARC-02-062,household_family,호남권 다세대가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,f1e956009b75aa57092929b53b038860855b2b6074ae47761d61ae2ee14edbe3
ARC-02-063,household_family,호남권 다세대가구·돌봄형 가구구성·가족관계,household,not_estimable,,,,E,93238f6ef9b56200fc27e4b4707951c1374086e3042be36d6b11bb4b7faed9be
ARC-02-064,household_family,호남권 다세대가구·구성변화형 가구구성·가족관계,household,not_estimable,,,,E,deee8ddc11413bfda96d0f6ac664ab0743dd8f98f3fb76a87fa7d1b0bef8967f
ARC-02-065,household_family,영남권 1인가구·신규형성 가구구성·가족관계,household,not_estimable,,,,E,0d85d3cacd5a28f0a279ea338c23dc729629558505b376a1826d200c78dcdf20
ARC-02-066,household_family,영남권 1인가구·안정형 가구구성·가족관계,household,not_estimable,,,,E,302187efce3fafef9e46a300da79af1dd026e801cdd00c23ee884086149eb0aa
